mapmaker_name,mapmaker_id,map_or_book_id,country,city,date
Christian Sgrooten,70.0,12.2,Belgium,Antwerp,1585
Abraham Ortelius,1.0,6a,Belgium,Antwerp,1587
Abraham Ortelius,1.0,7a,Belgium,Antwerp,1587
Abraham Ortelius,1.0,1173:1590,Belgium,Antwerp,1587
Abraham Ortelius,1.0,164,Belgium,Antwerp,1587
Abraham Ortelius,1.0,165,Belgium,Antwerp,1587
Abraham Ortelius,1.0,166,Belgium,Antwerp,1587
Abraham Ortelius,1.0,167,Belgium,Antwerp,1587
Abraham Ortelius,1.0,168,Belgium,Antwerp,1587
Abraham Ortelius,1.0,169,Belgium,Antwerp,1587
Abraham Ortelius,1.0,170,Belgium,Antwerp,1587
Abraham Ortelius,1.0,171,Belgium,Antwerp,1587
Abraham Ortelius,1.0,172,Belgium,Antwerp,1587
Abraham Ortelius,1.0,173,Belgium,Antwerp,1587
Abraham Ortelius,1.0,174,Belgium,Antwerp,1587
Abraham Ortelius,1.0,175,Belgium,Antwerp,1587
Abraham Ortelius,1.0,176,Belgium,Antwerp,1587
Abraham Ortelius,1.0,177,Belgium,Antwerp,1587
Abraham Ortelius,1.0,178,Belgium,Antwerp,1587
Abraham Ortelius,1.0,179,Belgium,Antwerp,1587
Abraham Ortelius,1.0,180,Belgium,Antwerp,1587
Abraham Ortelius,1.0,181,Belgium,Antwerp,1587
Abraham Ortelius,1.0,182,Belgium,Antwerp,1587
Abraham Ortelius,1.0,183,Belgium,Antwerp,1587
Abraham Ortelius,1.0,184,Belgium,Antwerp,1587
Abraham Ortelius,1.0,185,Belgium,Antwerp,1587
Abraham Ortelius,1.0,N[1590],Belgium,Antwerp,1587
Giacomo Gastaldi,30.0,3.1,Belgium,Antwerp,1587
Gerard Mercator,56.0,6.14,Belgium,Antwerp,1587
Abraham Ortelius,1.0,6b[],Belgium,Antwerp,1592
Gemma Frisius,29.0,A,Belgium,Antwerp,1592
Giacomo Gastaldi,30.0,2.7,Belgium,Antwerp,1593
Giacomo Gastaldi,30.0,85.3,Belgium,Antwerp,1593
Giacomo Gastaldi,30.0,90.6,Belgium,Antwerp,1593
Giacomo Gastaldi,30.0,91.2,Belgium,Antwerp,1593
Giacomo Gastaldi,30.0,92.2,Belgium,Antwerp,1593
Giacomo Gastaldi,30.0,98.9,Belgium,Antwerp,1593
Giacomo Gastaldi,30.0,107.2,Belgium,Antwerp,1593
Martin Helwig,38.0,1.13,Belgium,Antwerp,1593
Augustin Hirschvogel,40.0,2.1,Belgium,Antwerp,1593
Augustin Hirschvogel,40.0,9.4,Belgium,Antwerp,1593
Anthony Jenkinson,43.0,1.3,Belgium,Antwerp,1593
Marcus Jordan,45.0,3.1,Belgium,Antwerp,1593
Wolfgang Lazius,49.0,7.6,Belgium,Antwerp,1593
Pirro Ligorio,51.0,5.2,Belgium,Antwerp,1593
Pirro Ligorio,51.0,9.1,Belgium,Antwerp,1593
Pirro Ligorio,51.0,10.1,Belgium,Antwerp,1593
Godfried Mascop · 367,54.0,1.3,Belgium,Antwerp,1593
Johannes Mellinger,55.0,1.2,Belgium,Antwerp,1593
Gerard Mercator,56.0,6.12,Belgium,Antwerp,1593
Sebastian Rotenhan · 453,64.0,1.8,Belgium,Antwerp,1593
Abraham Ortelius,1.0,121a[],Belgium,Antwerp,1595
Abraham Ortelius,1.0,150a[],Belgium,Antwerp,1595
Abraham Ortelius,1.0,188,Belgium,Antwerp,1595
Abraham Ortelius,1.0,189,Belgium,Antwerp,1595
Abraham Ortelius,1.0,190,Belgium,Antwerp,1595
Abraham Ortelius,1.0,191,Belgium,Antwerp,1595
Abraham Ortelius,1.0,192,Belgium,Antwerp,1595
Abraham Ortelius,1.0,193,Belgium,Antwerp,1595
Abraham Ortelius,1.0,194,Belgium,Antwerp,1595
Abraham Ortelius,1.0,195,Belgium,Antwerp,1595
Abraham Ortelius,1.0,196,Belgium,Antwerp,1595
Abraham Ortelius,1.0,197,Belgium,Antwerp,1595
Abraham Ortelius,1.0,198,Belgium,Antwerp,1595
Abraham Ortelius,1.0,199,Belgium,Antwerp,1595
Abraham Ortelius,1.0,200,Belgium,Antwerp,1595
Abraham Ortelius,1.0,201,Belgium,Antwerp,1595
Abraham Ortelius,1.0,202,Belgium,Antwerp,1595
Abraham Ortelius,1.0,203,Belgium,Antwerp,1595
Abraham Ortelius,1.0,204,Belgium,Antwerp,1595
Abraham Ortelius,1.0,205,Belgium,Antwerp,1595
Abraham Ortelius,1.0,206,Belgium,Antwerp,1595
Abraham Ortelius,1.0,207,Belgium,Antwerp,1595
Abraham Ortelius,1.0,208,Belgium,Antwerp,1595
Abraham Ortelius,1.0,209,Belgium,Antwerp,1595
Giacomo Gastaldi,30.0,105.1,Belgium,Antwerp,1595
Wacław Grodecki,35.0,1.7,Belgium,Antwerp,1595
Martin Helwig,38.0,1.10,Belgium,Antwerp,1595
Marcus Jordan,45.0,3,Belgium,Antwerp,1595
Marcus Jordan,45.0,4,Belgium,Antwerp,1595
Marcus Jordan,45.0,6.1,Belgium,Antwerp,1595
Marcus Secsnagel,68.0,1.5,Belgium,Antwerp,1595
Abraham Ortelius,1.0,210,Belgium,Antwerp,1595 ог 96
Giacomo Gastaldi,30.0,98.6,Belgium,Antwerp,1596
Abraham Ortelius,1.0,117a[],Belgium,Antwerp,1598
Abraham Ortelius,1.0,18a[],Belgium,Antwerp,1598
Abraham Ortelius,1.0,211,Belgium,Antwerp,1598
Abraham Ortelius,1.0,212,Belgium,Antwerp,1598
Abraham Ortelius,1.0,213,Belgium,Antwerp,1598
Abraham Ortelius,1.0,214,Belgium,Antwerp,1598
Abraham Ortelius,1.0,215,Belgium,Antwerp,1598
Abraham Ortelius,1.0,216,Belgium,Antwerp,1598
Abraham Ortelius,1.0,217,Belgium,Antwerp,1598
Abraham Ortelius,1.0,218,Belgium,Antwerp,1598
Martin Helwig,38.0,1.12,Belgium,Antwerp,1598
Abraham Ortelius,1.0,E.2[1577],Belgium,Antwerp,1601
Charles de l'Escluse,26.0,H,Belgium,Antwerp,1601
Anthony Jenkinson,43.0,1.7,Belgium,Antwerp,1601
Ferdinand de Lannoy,48.0,2.4,Belgium,Antwerp,1602
Abraham Ortelius,1.0,М.1[1586?],Belgium,Antwerp,1603
Charles de l'Escluse,26.0,J,Belgium,Antwerp,1605
Charles de l'Escluse,26.0,K,Belgium,Antwerp,1611
Abraham Ortelius,1.0,H.2[1579],Belgium,Antwerp,1624
Abraham Ortelius,1.0,219,Belgium,Antwerp,1624
Christian Sgrooten,70.0,10.1,Belgium,Antwerp,1676
Christophorus Pyramius,62.0,1,Belgium,Brussels,1547
Gemma Frisius,29.0,3,Belgium,Louvain,1537
Gemma Frisius,29.0,4,Belgium,Louvain,1537
Gerard Mercator,56.0,3,Belgium,Louvain,1537
Gerard Mercator,56.0,4,Belgium,Louvain,1538
Gemma Frisius,29.0,7,Belgium,Louvain,1540
Gerard Mercator,56.0,6,Belgium,Louvain,1540
Gerard Mercator,56.0,A,Belgium,Louvain,1540
Gerard Mercator,56.0,7,Belgium,Louvain,1541
Gemma Frisius,29.0,С,Belgium,Louvain,1548
Gemma Frisius,29.0,H,Belgium,Louvain,1548
Gerard Mercator,56.0,10,Belgium,Louvain,1551
Giovanni Domenico Zorzi,87.0,12.1,Czechoslovakia,Prague,1563
Johann Criginger,22.0,2.1,Czechoslovakia,Prague,1568
Matthias Zündt,88.0,5.2,Czechoslovakia,Prague,1587
Johannes Honter,41.0,5.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,6.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,7.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,8.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,9.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,10.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,11.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,12.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,13.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,14.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,15.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,16.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,17.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,18.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,19.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,20.3,Czechoslovakia,Prague,1595
Johannes Honter,41.0,G,Czechoslovakia,Prague,1595
Giovanni Domenico Zorzi,87.0,13.2,Czechoslovakia,Prague,1678
Marcus Jordan,45.0,2.1,Denmark,Copenhagen,1552
Thomas Geminus,31.0,A,England,London,1545
Thomas Geminus,31.0,2,England,London,1546
Paolo Giovio,33.0,D.1,England,London,1546
Thomas Geminus,31.0,B,England,London,1548
Sebastian Cabot,17.0,6.2,England,London,1549
Humphrey Lhuyd,50.0,A,England,London,са. 1550
Thomas Geminus,31.0,A.1,England,London,1553
Thomas Geminus,31.0,1.1,England,London,1555
Thomas Geminus,31.0,2,England,London,1555
Thomas Geminus,31.0,C,England,London,1555
Paolo Giovio,33.0,C.1,England,London,1555
Jacob Ziegler,86.0,E.2,England,London,1555
Thomas Geminus,31.0,D,England,London,1556
Thomas Geminus,31.0,A.2,England,London,1559
Anthony Jenkinson,43.0,1,England,London,1562
André Thevet,77.0,B.1,England,London,1568
Tilemann Stella,72.0,5.3,England,London,1572
Humphrey Lhuyd,50.0,D.2,England,London,1573
Humphrey Lhuyd,50.0,E.2,England,London,1573
Humphrey Lhuyd,50.0,B.1,England,London,1584
Paolo Giovio,33.0,N.1,England,London,1585
Anthony Jenkinson,43.0,A,England,London,1589
Anthony Jenkinson,43.0,B,England,London,1589
Anthony Jenkinson,43.0,C,England,London,1589
Anthony Jenkinson,43.0,D,England,London,1589
Anthony Jenkinson,43.0,E,England,London,1589
Anthony Jenkinson,43.0,A,England,London,1599
Anthony Jenkinson,43.0,B,England,London,1599
Anthony Jenkinson,43.0,C,England,London,1599
Anthony Jenkinson,43.0,D,England,London,1599
Anthony Jenkinson,43.0,E,England,London,1599
Gerard Mercator,56.0,17.7,England,London,1599
Gerard Mercator,56.0,17.8,England,London,1599
Abraham Ortelius,1.0,S[],England,London,1606
Jean Surhon,74.0,1.2,England,London,1617
Olaus Magnus,53.0,B.1,England,London,1658
Paolo Giovio,33.0,C.1,England,London,1851-52
Anthony Jenkinson,43.0,A,England,London,1886
Anthony Jenkinson,43.0,B,England,London,1886
Anthony Jenkinson,43.0,C,England,London,1886
Anthony Jenkinson,43.0,D,England,London,1886
Anthony Jenkinson,43.0,E,England,London,1886
Gemma Frisius,29.0,E,England,Oxford,1661
Nicolas de Nicolay · 435,59.0,B,France,La Rochelle,1618
Martin Waldseemüller,80.0,A.2,France,Lyons,1517?
Lorenz Fries,28.0,G.2,France,Lyons,1535
Lorenz Fries,28.0,G.3,France,Lyons,1541
Nicolas de Nicolay · 435,59.0,1,France,Lyons,1544
Nicolas de Nicolay · 435,59.0,A,France,Lyons,1550
Nicolas de Nicolay · 435,59.0,4,France,Lyons,1554
Nicolas de Nicolay · 435,59.0,В,France,Lyons,1554
André Thevet,77.0,A,France,Lyons,1554
Gabriel Symeoni,76.0,B,France,Lyons,1555
Gabriel Symeoni,76.0,C,France,Lyons,1555
Gemma Frisius,29.0,E,France,Lyons,1556
Gabriel Symeoni,76.0,D,France,Lyons,1556
Gabriel Symeoni,76.0,E,France,Lyons,1556
André Thevet,77.0,A,France,Lyons,1556
Nicolas de Nicolay · 435,59.0,5,France,Lyons,1558
Gabriel Symeoni,76.0,F,France,Lyons,1558
Gabriel Symeoni,76.0,С,France,Lyons,1559
Paolo Giovio,33.0,N,France,Lyons,1560
Gabriel Symeoni,76.0,1,France,Lyons,1560
Gabriel Symeoni,76.0,H,France,Lyons,1560
Gabriel Symeoni,76.0,J,France,Lyons,1560
Nicolas de Nicolay · 435,59.0,B,France,Lyons,1561
Gabriel Symeoni,76.0,11,France,Lyons,1561
Gabriel Symeoni,76.0,Н,France,Lyons,1561
Gabriel Symeoni,76.0,J.1,France,Lyons,1561
Gemma Frisius,29.0,8,France,Lyons,1564
Jean Chaumeau,19.0,A,France,Lyons,1566
Jean Chaumeau,19.0,1,France,Lyons,1566
Nicolas de Nicolay · 435,59.0,E,France,Lyons,1568
Nicolas de Nicolay · 435,59.0,B,France,Lyons,1569
Nicolas de Nicolay · 435,59.0,B,France,Lyons,1576
Oronce Fine,27.0,A,France,Paris,1515
Oronce Fine,27.0,B,France,Paris,1516
Oronce Fine,27.0,C,France,Paris,1517
Oronce Fine,27.0,1,France,Paris,1517
Oronce Fine,27.0,D,France,Paris,1519
Agostino Giustiniani,34.0,B,France,Paris,1520
Agostino Giustiniani,34.0,C,France,Paris,1520
Oronce Fine,27.0,E,France,Paris,1521
Oronce Fine,27.0,F,France,Paris,1522
Oronce Fine,27.0,B.1,France,Paris,1524
Oronce Fine,27.0,3,France,Paris,1525
Oronce Fine,27.0,G,France,Paris,1526
Oronce Fine,27.0,Н,France,Paris,1527
Oronce Fine,27.0,J,France,Paris,1528
Oronce Fine,27.0,K,France,Paris,1529
Oronce Fine,27.0,121531,France,Paris,1530
Oronce Fine,27.0,4,France,Paris,1530
Oronce Fine,27.0,4.1:1532,France,Paris,1530
Oronce Fine,27.0,M,France,Paris,1530
Oronce Fine,27.0,N,France,Paris,1530
Sebastian Munster,58.0,J,France,Paris,1530
Bonaventure Brochard,15.0,5:1535,France,Paris,1533
Oronce Fine,27.0,4.2,France,Paris,1533
Oronce Fine,27.0,01536,France,Paris,1533
Oronce Fine,27.0,К,France,Paris,1533
Oronce Fine,27.0,2.1,France,Paris,1533
Johann Putsch,61.0,1,France,Paris,1537
Oronce Fine,27.0,3.2,France,Paris,1538
Martin Brion,14.0,A.2,France,Paris,1540
Oronce Fine,27.0,4.4,France,Paris,1540
Franciscus Monachus · 407,57.0,3,France,Paris,154057
Oronce Fine,27.0,4.5,France,Paris,1541
Oronce Fine,27.0,5,France,Paris,1542
Oronce Fine,27.0,U,France,Paris,1542
Oronce Fine,27.0,8,France,Paris,1543
Oronce Fine,27.0,V,France,Paris,1543
Gemma Frisius,29.0,E,France,Paris,1543
Bonaventure Brochard,15.0,D,France,Paris,1544
Oronce Fine,27.0,Y,France,Paris,1544
Oronce Fine,27.0,2,France,Paris,1545
Gemma Frisius,29.0,E,France,Paris,1545
Jean Jolivet,44.0,2,France,Paris,1545
Oronce Fine,27.0,3.4,France,Paris,1546
Gemma Frisius,29.0,B,France,Paris,1547-82
Olaus Magnus,53.0,1.2,France,Paris,1548
Gemma Frisius,29.0,E,France,Paris,1549
Peter Apian,7.0,K,France,Paris,1550
Oronce Fine,27.0,АА,France,Paris,1550
Oronce Fine,27.0,BB,France,Paris,1550
Gemma Frisius,29.0,E,France,Paris,1550
Peter Apian,7.0,E,France,Paris,1551
Peter Apian,7.0,K,France,Paris,1551
Gilles Boileau de Buillon,12.0,1,France,Paris,1551
Gilles Boileau de Buillon,12.0,A,France,Paris,1551
Oronce Fine,27.0,11,France,Paris,1551
Oronce Fine,27.0,CC,France,Paris,1551
Oronce Fine,27.0,EE,France,Paris,1551
Oronce Fine,27.0,FF,France,Paris,1551
Oronce Fine,27.0,GG,France,Paris,1551
Gemma Frisius,29.0,A,France,Paris,1551
Gemma Frisius,29.0,E,France,Paris,1551
Peter Apian,7.0,E,France,Paris,1553
Oronce Fine,27.0,3.6,France,Paris,1553
Oronce Fine,27.0,НН,France,Paris,1553
Oronce Fine,27.0,JJ,France,Paris,1553
Gemma Frisius,29.0,A,France,Paris,1553
Gemma Frisius,29.0,E,France,Paris,1553
Johannes Honter,41.0,3.1,France,Paris,1553
Gilles Boileau de Buillon,12.0,2,France,Paris,1555
Gilles Boileau de Buillon,12.0,3,France,Paris,1555
Gilles Boileau de Buillon,12.0,4,France,Paris,1555
Gilles Boileau de Buillon,12.0,5,France,Paris,1555
Gilles Boileau de Buillon,12.0,6,France,Paris,1555
Gilles Boileau de Buillon,12.0,7,France,Paris,1555
Gilles Boileau de Buillon,12.0,8,France,Paris,1555
Gilles Boileau de Buillon,12.0,9,France,Paris,1555
Gilles Boileau de Buillon,12.0,10,France,Paris,1555
Gilles Boileau de Buillon,12.0,11,France,Paris,1555
Gilles Boileau de Buillon,12.0,12,France,Paris,1555
Gilles Boileau de Buillon,12.0,13,France,Paris,1555
Gilles Boileau de Buillon,12.0,14,France,Paris,1555
Gilles Boileau de Buillon,12.0,15,France,Paris,1555
Gilles Boileau de Buillon,12.0,16,France,Paris,1555
Gilles Boileau de Buillon,12.0,17,France,Paris,1555
Gilles Boileau de Buillon,12.0,18,France,Paris,1555
Gilles Boileau de Buillon,12.0,19,France,Paris,1555
Gilles Boileau de Buillon,12.0,B,France,Paris,1555
Oronce Fine,27.0,4.6,France,Paris,1555
Oronce Fine,27.0,КК,France,Paris,1556
Oronce Fine,27.0,LL,France,Paris,1556
Gemma Frisius,29.0,E,France,Paris,1556
Oronce Fine,27.0,MM,France,Paris,1557
Gemma Frisius,29.0,E,France,Paris,1557
Gemma Frisius,29.0,F,France,Paris,1557
Johannes Honter,41.0,F,France,Paris,1557
André Thevet,77.0,B,France,Paris,1557
Gemma Frisius,29.0,F,France,Paris,1558
Gemma Frisius,29.0,E,France,Paris,1559
Johannes Honter,41.0,3.2,France,Paris,1559
Nicolas de Nicolay · 435,59.0,6,France,Paris,1559
Jean Jolivet,44.0,4,France,Paris,са. 1559-60
Oronce Fine,27.0,ММ,France,Paris,1560
Gemma Frisius,29.0,5,France,Paris,1560
Jean Jolivet,44.0,5,France,Paris,1560
Gemma Frisius,29.0,E,France,Paris,1561
André Thevet,77.0,1,France,Paris,1562
André Thevet,77.0,2,France,Paris,1562
Gemma Frisius,29.0,E,France,Paris,1563
André Thevet,77.0,3,France,Paris,1563
Jean Jolivet,44.0,5.2,France,Paris,1565
André Thevet,77.0,4,France,Paris,1565
Gemma Frisius,29.0,E,France,Paris,1569
Jacob van Deventer,25.0,11.4,France,Paris,1570
Jean Jolivet,44.0,5.3,France,Paris,1570
Marcus Ambrosius,5.0,A.ı,France,Paris,1572
Gemma Frisius,29.0,Е,France,Paris,1572
Jean Jolivet,44.0,5.5,France,Paris,1575
Gabriel Symeoni,76.0,1.3,France,Paris,1575
André Thevet,77.0,C,France,Paris,1575
André Thevet,77.0,5,France,Paris,1575
André Thevet,77.0,6,France,Paris,1575
André Thevet,77.0,7,France,Paris,1575
André Thevet,77.0,8,France,Paris,1575
André Thevet,77.0,9,France,Paris,1575
André Thevet,77.0,10,France,Paris,1575
André Thevet,77.0,11,France,Paris,1575
André Thevet,77.0,12,France,Paris,1575
André Thevet,77.0,13,France,Paris,1575
André Thevet,77.0,14,France,Paris,1575
André Thevet,77.0,15,France,Paris,1575
André Thevet,77.0,16,France,Paris,1575
André Thevet,77.0,17,France,Paris,1575
André Thevet,77.0,18,France,Paris,1575
André Thevet,77.0,19,France,Paris,1575
André Thevet,77.0,20,France,Paris,1575
André Thevet,77.0,21,France,Paris,1575
André Thevet,77.0,22,France,Paris,1575
André Thevet,77.0,23,France,Paris,1575
André Thevet,77.0,24,France,Paris,1575
André Thevet,77.0,25,France,Paris,1575
André Thevet,77.0,26,France,Paris,1575
André Thevet,77.0,27,France,Paris,1575
André Thevet,77.0,28,France,Paris,1575
André Thevet,77.0,29,France,Paris,1575
André Thevet,77.0,30,France,Paris,1575
André Thevet,77.0,31,France,Paris,1575
André Thevet,77.0,32,France,Paris,1575
André Thevet,77.0,33,France,Paris,1575
André Thevet,77.0,34,France,Paris,1575
André Thevet,77.0,35,France,Paris,1575
André Thevet,77.0,36,France,Paris,1575
André Thevet,77.0,37,France,Paris,1575
André Thevet,77.0,38,France,Paris,1575
André Thevet,77.0,39,France,Paris,1575
Johannes Honter,41.0,3.3:1578,France,Paris,1576
Gemma Frisius,29.0,5,France,Paris,1576
Jean Jolivet,44.0,5.6,France,Paris,1576
Pirro Ligorio,51.0,11.2,France,Paris,1576
André Thevet,77.0,40,France,Paris,1576
André Thevet,77.0,33,France,Paris,1581
Nicolas de Nicolay · 435,59.0,18,France,Paris,1583
Nicolas de Nicolay · 435,59.0,1584,France,Paris,1583
André Thevet,77.0,0,France,Paris,1583
Gemma Frisius,29.0,E,France,Paris,1585
André Thevet,77.0,46,France,Paris,1586
André Thevet,77.0,52,France,Paris,1586
André Thevet,77.0,54,France,Paris,1586
André Thevet,77.0,62,France,Paris,1586
André Thevet,77.0,77,France,Paris,1586
André Thevet,77.0,80,France,Paris,1586
André Thevet,77.0,85,France,Paris,1586
André Thevet,77.0,87,France,Paris,1586
André Thevet,77.0,95,France,Paris,1586
André Thevet,77.0,102,France,Paris,1586
André Thevet,77.0,103,France,Paris,1586
André Thevet,77.0,106,France,Paris,1586
André Thevet,77.0,113,France,Paris,1586
André Thevet,77.0,120,France,Paris,1586
André Thevet,77.0,123,France,Paris,1586
André Thevet,77.0,128,France,Paris,1586
André Thevet,77.0,129,France,Paris,1586
André Thevet,77.0,130,France,Paris,1586
André Thevet,77.0,131,France,Paris,1586
André Thevet,77.0,132,France,Paris,1586
André Thevet,77.0,133,France,Paris,1586
André Thevet,77.0,135,France,Paris,1586
André Thevet,77.0,136,France,Paris,1586
André Thevet,77.0,138,France,Paris,1586
André Thevet,77.0,139,France,Paris,1586
André Thevet,77.0,140,France,Paris,1586
André Thevet,77.0,142,France,Paris,1586
André Thevet,77.0,143,France,Paris,1586
André Thevet,77.0,148,France,Paris,1586
André Thevet,77.0,152,France,Paris,1586
André Thevet,77.0,154,France,Paris,1586
André Thevet,77.0,156,France,Paris,1586
André Thevet,77.0,158,France,Paris,1586
André Thevet,77.0,159,France,Paris,1586
André Thevet,77.0,160,France,Paris,1586
André Thevet,77.0,163,France,Paris,1586
André Thevet,77.0,164,France,Paris,1586
André Thevet,77.0,169,France,Paris,1586
André Thevet,77.0,175,France,Paris,1586
André Thevet,77.0,176,France,Paris,1586
André Thevet,77.0,177,France,Paris,1586
André Thevet,77.0,181,France,Paris,1586
André Thevet,77.0,182,France,Paris,1586
André Thevet,77.0,185,France,Paris,1586
André Thevet,77.0,186,France,Paris,1586
André Thevet,77.0,190,France,Paris,1586
André Thevet,77.0,197,France,Paris,1586
André Thevet,77.0,201,France,Paris,1586
André Thevet,77.0,202,France,Paris,1586
André Thevet,77.0,208,France,Paris,1586
André Thevet,77.0,209,France,Paris,1586
André Thevet,77.0,210,France,Paris,1586
André Thevet,77.0,212,France,Paris,1586
Nicolas de Nicolay · 435,59.0,B.1,France,Rouen,1573
Nicolas de Nicolay · 435,59.0,4.3,France,Rouen,1573
Nicolas de Nicolay · 435,59.0,B,France,Rouen,1577
Nicolas de Nicolay · 435,59.0,B,France,Rouen,1602
Nicolas de Nicolay · 435,59.0,B,France,Rouen,1607
Nicolas de Nicolay · 435,59.0,B,France,Rouen,1628
Martin Waldseemüller,80.0,1,France,St. Die,1507
Martin Waldseemüller,80.0,2,France,St. Die,1507
Martin Waldseemüller,80.0,A,France,St. Die,1507
Martin Waldseemüller,80.0,8:1509,France,Strasbourg,1508
Martin Waldseemüller,80.0,3,France,Strasbourg,1508
Martin Waldseemüller,80.0,4,France,Strasbourg,1511
Nicolaus Cusanus,23.0,1.6,France,Strasbourg,1513
Martin Waldseemüller,80.0,E,France,Strasbourg,1513
Martin Waldseemüller,80.0,5,France,Strasbourg,1513
Martin Waldseemüller,80.0,6,France,Strasbourg,1513
Martin Waldseemüller,80.0,7,France,Strasbourg,1513
Martin Waldseemüller,80.0,8,France,Strasbourg,1513
Martin Waldseemüller,80.0,9,France,Strasbourg,1513
Martin Waldseemüller,80.0,10,France,Strasbourg,1513
Martin Waldseemüller,80.0,11,France,Strasbourg,1513
Martin Waldseemüller,80.0,12,France,Strasbourg,1513
Martin Waldseemüller,80.0,13,France,Strasbourg,1513
Martin Waldseemüller,80.0,14,France,Strasbourg,1513
Martin Waldseemüller,80.0,15,France,Strasbourg,1513
Martin Waldseemüller,80.0,16,France,Strasbourg,1513
Martin Waldseemüller,80.0,17,France,Strasbourg,1513
Martin Waldseemüller,80.0,18,France,Strasbourg,1513
Martin Waldseemüller,80.0,19,France,Strasbourg,1513
Martin Waldseemüller,80.0,20,France,Strasbourg,1513
Martin Waldseemüller,80.0,21,France,Strasbourg,1513
Martin Waldseemüller,80.0,22,France,Strasbourg,1513
Martin Waldseemüller,80.0,23,France,Strasbourg,1513
Martin Waldseemüller,80.0,24,France,Strasbourg,1513
Martin Waldseemüller,80.0,25,France,Strasbourg,1513
Martin Waldseemüller,80.0,26,France,Strasbourg,1513
Martin Waldseemüller,80.0,27,France,Strasbourg,1513
Martin Waldseemüller,80.0,28,France,Strasbourg,1513
Martin Waldseemüller,80.0,29,France,Strasbourg,1513
Martin Waldseemüller,80.0,30,France,Strasbourg,1513
Martin Waldseemüller,80.0,31,France,Strasbourg,1513
Martin Waldseemüller,80.0,32,France,Strasbourg,1513
Martin Waldseemüller,80.0,33,France,Strasbourg,1513
Martin Waldseemüller,80.0,34,France,Strasbourg,1513
Martin Waldseemüller,80.0,35,France,Strasbourg,1513
Martin Waldseemüller,80.0,36,France,Strasbourg,1513
Martin Waldseemüller,80.0,37,France,Strasbourg,1513
Martin Waldseemüller,80.0,38,France,Strasbourg,1513
Martin Waldseemüller,80.0,39,France,Strasbourg,1513
Martin Waldseemüller,80.0,40,France,Strasbourg,1513
Martin Waldseemüller,80.0,41,France,Strasbourg,1513
Martin Waldseemüller,80.0,42,France,Strasbourg,1513
Martin Waldseemüller,80.0,43,France,Strasbourg,1513
Martin Waldseemüller,80.0,44,France,Strasbourg,1513
Martin Waldseemüller,80.0,45,France,Strasbourg,1513
Martin Waldseemüller,80.0,46,France,Strasbourg,1513
Martin Waldseemüller,80.0,47,France,Strasbourg,1513
Martin Waldseemüller,80.0,48,France,Strasbourg,1513
Martin Waldseemüller,80.0,49,France,Strasbourg,1513
Martin Waldseemüller,80.0,50,France,Strasbourg,1513
Martin Waldseemüller,80.0,51,France,Strasbourg,1513
Martin Waldseemüller,80.0,52,France,Strasbourg,1516
Lorenz Fries,28.0,C,France,Strasbourg,1518
Lorenz Fries,28.0,D,France,Strasbourg,1519
Lorenz Fries,28.0,E,France,Strasbourg,1519
Lorenz Fries,28.0,F,France,Strasbourg,1520
Martin Waldseemüller,80.0,4.1,France,Strasbourg,1520
Lorenz Fries,28.0,G,France,Strasbourg,1522
Lorenz Fries,28.0,11,France,Strasbourg,1522
Lorenz Fries,28.0,H.1,France,Strasbourg,1522
Martin Waldseemüller,80.0,54,France,Strasbourg,1522
,728.0,J.1,France,Strasbourg,1525
Lorenz Fries,28.0,K,France,Strasbourg,1525
Lorenz Fries,28.0,L,France,Strasbourg,1523 or 24
Lorenz Fries,28.0,54,France,Strasbourg,1525
Lorenz Fries,28.0,56,France,Strasbourg,1525
Lorenz Fries,28.0,57,France,Strasbourg,1525
Lorenz Fries,28.0,B.1,France,Strasbourg,1525
Lorenz Fries,28.0,G.1,France,Strasbourg,1525
Lorenz Fries,28.0,N,France,Strasbourg,1525
Lorenz Fries,28.0,54.1,France,Strasbourg,1527
Lorenz Fries,28.0,N.1,France,Strasbourg,1527
Martin Waldseemüller,80.0,4.2,France,Strasbourg,1527
Martin Waldseemüller,80.0,D.2,France,Strasbourg,1527
Lorenz Fries,28.0,0,France,Strasbourg,1529
Lorenz Fries,28.0,54.2,France,Strasbourg,1530
Lorenz Fries,28.0,N.2,France,Strasbourg,1530
Lorenz Fries,28.0,N.3,France,Strasbourg,1530
Lorenz Fries,28.0,P,France,Strasbourg,1530
Lorenz Fries,28.0,54.3,France,Strasbourg,1531
