mapmaker_name,mapmaker_id,map_or_book_id,country,city,date
Jacob Ziegler,86.0,E,France,Strasbourg,1532
Jacob Ziegler,86.0,11,France,Strasbourg,1532
Jacob Ziegler,86.0,12,France,Strasbourg,1532
Jacob Ziegler,86.0,13,France,Strasbourg,1532
Jacob Ziegler,86.0,14,France,Strasbourg,1532
Jacob Ziegler,86.0,15,France,Strasbourg,1532
Jacob Ziegler,86.0,16,France,Strasbourg,1532
Jacob Ziegler,86.0,17,France,Strasbourg,1532
Jacob Ziegler,86.0,18,France,Strasbourg,1532
Jacob Ziegler,86.0,E.1,France,Strasbourg,1536
Jacob Ziegler,86.0,11,France,Strasbourg,1536
Jacob Ziegler,86.0,12,France,Strasbourg,1536
Jacob Ziegler,86.0,13,France,Strasbourg,1536
Jacob Ziegler,86.0,14,France,Strasbourg,1536
Jacob Ziegler,86.0,15,France,Strasbourg,1536
Jacob Ziegler,86.0,16,France,Strasbourg,1536
Jacob Ziegler,86.0,17,France,Strasbourg,1536
Jacob Ziegler,86.0,18,France,Strasbourg,1536
Wolfgang Wissenburg,82.0,1,France,Strasbourg,1537
Johann Cuspinianus,24.0,E,France,Strasbourg,1540
Johann Cuspinianus,24.0,F,France,Strasbourg,1541
Wolfgang Wissenburg,82.0,B.2,France,Strasbourg,1542
Wolfgang Wissenburg,82.0,1.1,France,Strasbourg,1542
,-27.0,X,France,Strasbourg,1544
Heinrich Zell,84.0,5,France,Strasbourg,1549 Or 50
Johann Sambucus,65.0,A,France,Strasbourg,1552
Heinrich Zell,84.0,6,France,Strasbourg,1553
Heinrich Zell,84.0,5.5,France,Strasbourg,1556
Gemma Frisius,29.0,E,France,Strasbourg,1559
Heinrich Zell,84.0,5.6,France,Strasbourg,1560
Martin Helwig,38.0,1.14,France,Strasbourg,1587
Wolfgang Lazius,49.0,27.1,France,Strasbourg,1620
Caspar Vopel,79.0,8.8,France,Strasbourg,1621
Caspar Vopel,79.0,8.10,France,Strasbourg,1630
,,1.6,France,Strasbourg,1630
Jean Chaumeau,19.0,1.4,France,Tours,1594
Nicolas de Nicolay · 435,59.0,5.3,France,Tours,1594
Jean Surhon,74.0,2.2,France,Tours,1594
Jean Surhon,74.0,3.176,France,Tours,1594
Gabriel Symeoni,76.0,1.4,France,Tours,1619
Johannes A ventinus,9.0,A,Germany,Augsburg,1518
Sebastian Rotenhan · 453,64.0,C,Germany,Augsburg,1521?
Liévin Algoet,3.0,A,Germany,Augsburg,1530
Caspar Brusch,16.0,E,Germany,Augsburg,1547
Caspar Vopel,79.0,8.9,Germany,Augsburg,1621
Philipp Apian,8.0,2.7a,Germany,Augsburg,1684
Philipp Apian,8.0,2.7b,Germany,Augsburg,1684
Godfried Mascop · 367,54.0,1.4,Germany,Augsburg,1776
Godfried Mascop · 367,54.0,1.4,Germany,Augsburg,1784
Philipp Apian,8.0,2.5,Germany,Augsburg,1866
Philipp Apian,8.0,2.13,Germany,Berlin,1766
Johannes Mellinger,55.0,A,Germany,Celle,1583
Johannes Mellinger,55.0,7,Germany,Celle,1593
Caspar Vopel,79.0,1.1,Germany,Cologne,1536
Caspar Vopel,79.0,4,Germany,Cologne,154057
Peter Apian,7.0,K,Germany,Cologne,1544
Caspar Vopel,79.0,5,Germany,Cologne,1545
Caspar Vopel,79.0,A,Germany,Cologne,1549
Caspar Vopel,79.0,5.1,Germany,Cologne,1549
Jacob Ziegler,86.0,D,Germany,Cologne,1550
Caspar Vopel,79.0,8,Germany,Cologne,1555
Caspar Vopel,79.0,9,Germany,Cologne,1555
Caspar Vopel,79.0,8.1,Germany,Cologne,1558
Caspar Vopel,79.0,8.2,Germany,Cologne,1560
Gemma Frisius,29.0,Е,Germany,Cologne,1564
Gerard Mercator,56.0,С,Germany,Cologne,1569
Tilemann Stella,72.0,7.1,Germany,Cologne,1570
Gemma Frisius,29.0,E,Germany,Cologne,1571
Cornelis Anthoniszoon,6.0,11.5,Germany,Cologne,1572
Humphrey Lhuyd,50.0,E.1,Germany,Cologne,1572
Pirro Ligorio,51.0,1.3,Germany,Cologne,1572
Johannes Mellinger,55.0,3.1,Germany,Cologne,1572
Marcus Secsnagel,68.0,2.1,Germany,Cologne,1572
Giovanni Domenico Zorzi,87.0,13.1,Germany,Cologne,1572
Matthias Zündt,88.0,6.1,Germany,Cologne,1572
Gemma Frisius,29.0,7.1,Germany,Cologne,1573?
Peter Apian,7.0,E,Germany,Cologne,1574
Gemma Frisius,29.0,A,Germany,Cologne,1574
Peter Laicksteen,47.0,2.1,Germany,Cologne,1574
Peter Laicksteen,47.0,3.1,Germany,Cologne,1574
Christian Sgrooten,70.0,11.1,Germany,Cologne,1574
Christian Sgrooten,70.0,12.1,Germany,Cologne,1574
Matthias Zündt,88.0,10.1,Germany,Cologne,1575
Gemma Frisius,29.0,E,Germany,Cologne,1576
Gemma Frisius,29.0,B,Germany,Cologne,1578
Gerard Mercator,56.0,39,Germany,Cologne,1578
Gerard Mercator,56.0,40,Germany,Cologne,1578
Gerard Mercator,56.0,41,Germany,Cologne,1578
Gerard Mercator,56.0,42,Germany,Cologne,1578
Gerard Mercator,56.0,43,Germany,Cologne,1578
Gerard Mercator,56.0,44,Germany,Cologne,1578
Gerard Mercator,56.0,45,Germany,Cologne,1578
Gerard Mercator,56.0,46,Germany,Cologne,1578
Gerard Mercator,56.0,47,Germany,Cologne,1578
Gerard Mercator,56.0,48,Germany,Cologne,1578
Gerard Mercator,56.0,49,Germany,Cologne,1578
Gerard Mercator,56.0,50,Germany,Cologne,1578
Gerard Mercator,56.0,51,Germany,Cologne,1578
Gerard Mercator,56.0,52,Germany,Cologne,1578
Gerard Mercator,56.0,53,Germany,Cologne,1578
Gerard Mercator,56.0,54,Germany,Cologne,1578
Gerard Mercator,56.0,55,Germany,Cologne,1578
Gerard Mercator,56.0,56,Germany,Cologne,1578
Gerard Mercator,56.0,57,Germany,Cologne,1578
Gerard Mercator,56.0,58,Germany,Cologne,1578
Gerard Mercator,56.0,59,Germany,Cologne,1578
Gerard Mercator,56.0,60,Germany,Cologne,1578
Gerard Mercator,56.0,61,Germany,Cologne,1578
Gerard Mercator,56.0,62,Germany,Cologne,1578
Gerard Mercator,56.0,63,Germany,Cologne,1578
Gerard Mercator,56.0,64,Germany,Cologne,1578
Gerard Mercator,56.0,65,Germany,Cologne,1578
Gerard Mercator,56.0,66,Germany,Cologne,1578
Gerard Mercator,56.0,E,Germany,Cologne,1578
Gerard Mercator,56.0,E.1,Germany,Cologne,1584
Marcus Jordan,45.0,5,Germany,Cologne,1585
Pirro Ligorio,51.0,11.3,Germany,Cologne,1585
Johann Putsch,61.0,1.3,Germany,Cologne,1587
Wacław Grodecki,35.0,1.5,Germany,Cologne,1589
Christian Sgrooten,70.0,8.3,Germany,Cologne,ca. 1590
Gemma Frisius,29.0,E,Germany,Cologne,1592
Philipp Apian,8.0,2.11,Germany,Cologne,1594
Peter Böckel,11.0,1.3,Germany,Cologne,1594
Jacob van Deventer,25.0,4.12,Germany,Cologne,1594
Giacomo Gastaldi,30.0,88.5,Germany,Cologne,1594
Wacław Grodecki,35.0,1.6,Germany,Cologne,1594
Martin Helwig,38.0,1.15,Germany,Cologne,1594
Gerard Mercator,56.0,6.15,Germany,Cologne,1594
Gerard Mercator,56.0,17.3,Germany,Cologne,1594
Sebastian Rotenhan · 453,64.0,1.9,Germany,Cologne,1594
Johann Sambucus,65.0,3.2,Germany,Cologne,1594
Bartholomaeus Scultetus,66.0,1.8,Germany,Cologne,1594
Fernando Alvares Seco,67.0,1.4,Germany,Cologne,1594
Marcus Secsnagel,68.0,1.4,Germany,Cologne,1594
Christian Sgrooten,70.0,7.3,Germany,Cologne,1594
Christian Sgrooten,70.0,18.1,Germany,Cologne,1594
Aegidius Tschudi · 547 25,78.0,1.14,Germany,Cologne,1594
Heinrich Zell,84.0,2.7,Germany,Cologne,1594
Johann Sambucus,65.0,1.2,Germany,Cologne,1595
Tilemann Stella,72.0,6.1,Germany,Cologne,1595
Agostino Giustiniani,34.0,1.4,Germany,Cologne,1596
Gerard Mercator,56.0,17.4,Germany,Cologne,1596
Caspar Vopel,79.0,8.6,Germany,Cologne,1596
Johannes Mellinger,55.0,5,Germany,Cologne,1598
Johannes Mellinger,55.0,6,Germany,Cologne,1598
Giacomo Gastaldi,30.0,88.5,Germany,Cologne,1600
Agostino Giustiniani,34.0,1.4,Germany,Cologne,1600
Wacław Grodecki,35.0,1.6,Germany,Cologne,1600
Martin Helwig,38.0,1.15,Germany,Cologne,1600
Gerard Mercator,56.0,6.15,Germany,Cologne,1600
Gerard Mercator,56.0,17.3,Germany,Cologne,1600
Nicolò Zeno,85.0,1.7,Germany,Cologne,1600
Caspar Vopel,79.0,8.7,Germany,Cologne,1604
Giacomo Gastaldi,30.0,88.5,Germany,Cologne,1608
Agostino Giustiniani,34.0,1.4,Germany,Cologne,1608
Wacław Grodecki,35.0,1.6,Germany,Cologne,1608
Martin Helwig,38.0,1.15,Germany,Cologne,1608
Pirro Ligorio,51.0,5.3,Germany,Cologne,1608
Johannes Mellinger,55.0,7.1,Germany,Cologne,1608
Gerard Mercator,56.0,6.15,Germany,Cologne,1608
Gerard Mercator,56.0,17.3,Germany,Cologne,1608
Caspar Vopel,79.0,8.5,Germany,Cologne,"after
1630?"
Gerard Mercator,56.0,13,Germany,Duisburg,1554
Gerard Mercator,56.0,16,Germany,Duisburg,1564
Gerard Mercator,56.0,18,Germany,Duisburg,1569
Gerard Mercator,56.0,17,Germany,Duisburg,1569
Philipp Apian,8.0,2.10,Germany,Duisburg,1585
Gerard Mercator,56.0,67,Germany,Duisburg,1585
Gerard Mercator,56.0,68,Germany,Duisburg,1585
Gerard Mercator,56.0,69,Germany,Duisburg,1585
Gerard Mercator,56.0,70,Germany,Duisburg,1585
Gerard Mercator,56.0,71,Germany,Duisburg,1585
Gerard Mercator,56.0,72,Germany,Duisburg,1585
Gerard Mercator,56.0,73,Germany,Duisburg,1585
Gerard Mercator,56.0,74,Germany,Duisburg,1585
Gerard Mercator,56.0,75,Germany,Duisburg,1585
Gerard Mercator,56.0,76,Germany,Duisburg,1585
Gerard Mercator,56.0,77,Germany,Duisburg,1585
Gerard Mercator,56.0,78,Germany,Duisburg,1585
Gerard Mercator,56.0,79,Germany,Duisburg,1585
Gerard Mercator,56.0,80,Germany,Duisburg,1585
Gerard Mercator,56.0,81,Germany,Duisburg,1585
Gerard Mercator,56.0,82,Germany,Duisburg,1585
Gerard Mercator,56.0,83,Germany,Duisburg,1585
Gerard Mercator,56.0,84,Germany,Duisburg,1585
Gerard Mercator,56.0,85,Germany,Duisburg,1585
Gerard Mercator,56.0,86,Germany,Duisburg,1585
Gerard Mercator,56.0,87,Germany,Duisburg,1585
Gerard Mercator,56.0,88,Germany,Duisburg,1585
Gerard Mercator,56.0,89,Germany,Duisburg,1585
Gerard Mercator,56.0,90,Germany,Duisburg,1585
Gerard Mercator,56.0,91,Germany,Duisburg,1585
Gerard Mercator,56.0,92,Germany,Duisburg,1585
Gerard Mercator,56.0,93,Germany,Duisburg,1585
Gerard Mercator,56.0,94,Germany,Duisburg,1585
Gerard Mercator,56.0,95,Germany,Duisburg,1585
Gerard Mercator,56.0,96,Germany,Duisburg,1585
Gerard Mercator,56.0,97,Germany,Duisburg,1585
Gerard Mercator,56.0,98,Germany,Duisburg,1585
Gerard Mercator,56.0,99,Germany,Duisburg,1585
Gerard Mercator,56.0,100,Germany,Duisburg,1585
Gerard Mercator,56.0,101,Germany,Duisburg,1585
Gerard Mercator,56.0,102,Germany,Duisburg,1585
Gerard Mercator,56.0,103,Germany,Duisburg,1585
Gerard Mercator,56.0,104,Germany,Duisburg,1585
Gerard Mercator,56.0,105,Germany,Duisburg,1585
Gerard Mercator,56.0,106,Germany,Duisburg,1585
Gerard Mercator,56.0,107,Germany,Duisburg,1585
Gerard Mercator,56.0,108,Germany,Duisburg,1585
Gerard Mercator,56.0,109,Germany,Duisburg,1585
Gerard Mercator,56.0,110,Germany,Duisburg,1585
Gerard Mercator,56.0,111,Germany,Duisburg,1585
Gerard Mercator,56.0,112,Germany,Duisburg,1585
Gerard Mercator,56.0,113,Germany,Duisburg,1585
Gerard Mercator,56.0,114,Germany,Duisburg,1585
Gerard Mercator,56.0,115,Germany,Duisburg,1585
Gerard Mercator,56.0,116,Germany,Duisburg,1585
Gerard Mercator,56.0,117,Germany,Duisburg,1585
Gerard Mercator,56.0,118,Germany,Duisburg,1585
Gerard Mercator,56.0,F,Germany,Duisburg,1585
Gerard Mercator,56.0,G,Germany,Duisburg,1585
Gerard Mercator,56.0,H,Germany,Duisburg,1585
Gerard Mercator,56.0,J,Germany,Duisburg,1585
Gerard Mercator,56.0,K,Germany,Duisburg,1585
Nicolas de Nicolay · 435,59.0,5.2,Germany,Duisburg,1585
Gerard Mercator,56.0,L,Germany,Duisburg,1589
Gerard Mercator,56.0,119,Germany,Duisburg,1589
Gerard Mercator,56.0,120,Germany,Duisburg,1589
Gerard Mercator,56.0,121,Germany,Duisburg,1589
Gerard Mercator,56.0,122,Germany,Duisburg,1589
Gerard Mercator,56.0,123,Germany,Duisburg,1589
Gerard Mercator,56.0,124,Germany,Duisburg,1589
Gerard Mercator,56.0,125,Germany,Duisburg,1589
Gerard Mercator,56.0,126,Germany,Duisburg,1589
Gerard Mercator,56.0,127,Germany,Duisburg,1589
Gerard Mercator,56.0,128,Germany,Duisburg,1589
Gerard Mercator,56.0,129,Germany,Duisburg,1589
Gerard Mercator,56.0,130,Germany,Duisburg,1589
Gerard Mercator,56.0,131,Germany,Duisburg,1589
Gerard Mercator,56.0,132,Germany,Duisburg,1589
Gerard Mercator,56.0,133,Germany,Duisburg,1589
Gerard Mercator,56.0,134,Germany,Duisburg,1589
Gerard Mercator,56.0,135,Germany,Duisburg,1589
Gerard Mercator,56.0,136,Germany,Duisburg,1589
Gerard Mercator,56.0,137,Germany,Duisburg,1589
Gerard Mercator,56.0,138,Germany,Duisburg,1589
Gerard Mercator,56.0,139,Germany,Duisburg,1589
Gerard Mercator,56.0,140,Germany,Duisburg,1589
Gerard Mercator,56.0,141,Germany,Duisburg,1589
Gerard Mercator,56.0,38.1,Germany,Duisburg,1595
Gerard Mercator,56.0,142,Germany,Duisburg,1595
Gerard Mercator,56.0,143,Germany,Duisburg,1595
Gerard Mercator,56.0,144,Germany,Duisburg,1595
Gerard Mercator,56.0,145,Germany,Duisburg,1595
Gerard Mercator,56.0,146,Germany,Duisburg,1595
Gerard Mercator,56.0,147,Germany,Duisburg,1595
Gerard Mercator,56.0,148,Germany,Duisburg,1595
Gerard Mercator,56.0,149,Germany,Duisburg,1595
Gerard Mercator,56.0,150,Germany,Duisburg,1595
Gerard Mercator,56.0,151,Germany,Duisburg,1595
Gerard Mercator,56.0,152,Germany,Duisburg,1595
Gerard Mercator,56.0,153,Germany,Duisburg,1595
Gerard Mercator,56.0,154,Germany,Duisburg,1595
Gerard Mercator,56.0,155,Germany,Duisburg,1595
Gerard Mercator,56.0,156,Germany,Duisburg,1595
Gerard Mercator,56.0,157,Germany,Duisburg,1595
Gerard Mercator,56.0,158,Germany,Duisburg,1595
Gerard Mercator,56.0,159,Germany,Duisburg,1595
Gerard Mercator,56.0,160,Germany,Duisburg,1595
Gerard Mercator,56.0,161,Germany,Duisburg,1595
Gerard Mercator,56.0,162,Germany,Duisburg,1595
Gerard Mercator,56.0,163,Germany,Duisburg,1595
Gerard Mercator,56.0,164,Germany,Duisburg,1595
Gerard Mercator,56.0,165,Germany,Duisburg,1595
Gerard Mercator,56.0,166,Germany,Duisburg,1595
Gerard Mercator,56.0,167,Germany,Duisburg,1595
Gerard Mercator,56.0,168,Germany,Duisburg,1595
Gerard Mercator,56.0,169,Germany,Duisburg,1595
Gerard Mercator,56.0,170,Germany,Duisburg,1595
Gerard Mercator,56.0,M,Germany,Duisburg,1595
Gerard Mercator,56.0,N,Germany,Duisburg,1595
Gerard Mercator,56.0,M,Germany,Düsseldorf,1595
Nicolaus Cusanus,23.0,1,Germany,Eichstatt,Ca. 1514
Martin Helwig,38.0,1.16,Germany,Bissleben,1601
Sebastian Munster,58.0,P,Germany,Frankfurt am Main,1536
Sebastian Munster,58.0,48,Germany,Frankfurt am Main,1536
Sebastian Munster,58.0,49,Germany,Frankfurt am Main,1536
Johannes A ventinus,9.0,J.1,Germany,Frankfurt am Main,1566
Abraham Ortelius,1.0,D[],Germany,Frankfurt am Main,1576
Johannes A ventinus,9.0,J.2,Germany,Frankfurt am Main,1580
Johann Sambucus,65.0,N,Germany,Frankfurt am Main,1581
Charles de l'Escluse,26.0,F,Germany,Frankfurt am Main,1590
Caspar Vopel,79.0,8.5,Germany,Frankfurt am Main,1594
Gerard Mercator,56.0,17.3,Germany,Frankfurt am Main,1597
Gerard Mercator,56.0,E.1,Germany,Frankfurt am Main,1605
Gerard Mercator,56.0,17.3,Germany,Frankfurt am Main,1624
Martin Helwig,38.0,1.19,Germany,Frankfurt am Main,1650
Pirro Ligorio,51.0,G,Germany,Frankfurt am Main,1671
Philipp Apian,8.0,2.12,Germany,Frankfurt am Main,ca. 1750
Philipp Apian,8.0,2.14,Germany,Frankfurt am Main,1778
Bartholomaeus Scultetus,66.0,A,Germany,Görlitz,1567
Bartholomaeus Scultetus,66.0,1,Germany,Görlitz,1569
Bartholomaeus Scultetus,66.0,C,Germany,Görlitz,1571
Bartholomaeus Scultetus,66.0,D,Germany,Görlitz,1572
Bartholomaeus Scultetus,66.0,E,Germany,Görlitz,1572
Bartholomaeus Scultetus,66.0,1.2,Germany,Görlitz,1574
Bartholomaeus Scultetus,66.0,C,Germany,Görlitz,1574
Bartholomaeus Scultetus,66.0,1.3,Germany,Görlitz,1575?
Bartholomaeus Scultetus,66.0,1.4,Germany,Görlitz,1577
Bartholomaeus Scultetus,66.0,1.5,Germany,Görlitz,1578
Bartholomaeus Scultetus,66.0,H,Germany,Görlitz,1583
Bartholomaeus Scultetus,66.0,H,Germany,Görlitz,1585
Bartholomaeus Scultetus,66.0,Н,Germany,Görlitz,1586
Bartholomaeus Scultetus,66.0,C,Germany,Görlitz,1587
Bartholomaeus Scultetus,66.0,H,Germany,Görlitz,1587
Bartholomaeus Scultetus,66.0,E,Germany,Görlitz,1588
Bartholomaeus Scultetus,66.0,H,Germany,Görlitz,1588
Bartholomaeus Scultetus,66.0,Н,Germany,Görlitz,1589
Bartholomaeus Scultetus,66.0,Н,Germany,Görlitz,1590
Bartholomaeus Scultetus,66.0,H,Germany,Görlitz,1591
Bartholomaeus Scultetus,66.0,Н,Germany,Görlitz,1592
Bartholomaeus Scultetus,66.0,H,Germany,Görlitz,1593
Bartholomaeus Scultetus,66.0,2,Germany,Görlitz,1593
Bartholomaeus Scultetus,66.0,2.1,Germany,Görlitz,1595
Bartholomaeus Scultetus,66.0,2.2,Germany,Görlitz,1600?
Lorenz Fries,28.0,M,Germany,Haguenau,1524
Gemma Frisius,29.0,E,Germany,Halle,1625
Marcus Jordan,45.0,3,Germany,Hamburg,1559
Peter Böckel,11.0,1.4,Germany,Hamburg,1733
Johann Putsch,61.0,1.2,Germany,Helmstedt,1581
Peter Apian,7.0,F,Germany,Imgolstadt,1526
Peter Apian,7.0,G,Germany,Imgolstadt,1527
Peter Apian,7.0,H,Germany,Imgolstadt,1528
Peter Apian,7.0,6,Germany,Imgolstadt,1528
Peter Apian,7.0,9,Germany,Imgolstadt,1530
Peter Apian,7.0,K,Germany,Imgolstadt,1532
Peter Apian,7.0,L,Germany,Imgolstadt,1532
Peter Apian,7.0,M,Germany,Imgolstadt,1532
Peter Apian,7.0,10,Germany,Imgolstadt,1533
Peter Apian,7.0,11,Germany,Imgolstadt,1533
Peter Apian,7.0,11.1,Germany,Imgolstadt,1533
Peter Apian,7.0,N,Germany,Imgolstadt,1533
Peter Apian,7.0,1”,Germany,Imgolstadt,1533
Peter Apian,7.0,Q,Germany,Imgolstadt,1533
Peter Apian,7.0,R,Germany,Imgolstadt,1533
Sebastian Rotenhan · 453,64.0,1,Germany,Imgolstadt,1533
Peter Apian,7.0,T,Germany,Imgolstadt,1534
Peter Apian,7.0,13,Germany,Imgolstadt,1536
Peter Apian,7.0,W,Germany,Imgolstadt,1540
Caspar Brusch,16.0,H,Germany,Imgolstadt,1551
Johannes A ventinus,9.0,D.1,Germany,Imgolstadt,1554
Philipp Apian,8.0,2.1,Germany,Imgolstadt,1568
Philipp Apian,8.0,2a,Germany,Imgolstadt,1568
Philipp Apian,8.0,2b,Germany,Imgolstadt,1568
Johannes Mellinger,55.0,2,Germany,Jena,1571
Johannes Mellinger,55.0,3,Germany,Jena,1571
Peter Laicksteen,47.0,2,Germany,Kalkar,1570
Peter Laicksteen,47.0,3,Germany,Kalkar,1570
Christian Sgrooten,70.0,11,Germany,Kalkar,1570
Christian Sgrooten,70.0,12,Germany,Kalkar,1570
Christian Sgrooten,70.0,13,Germany,Kalkar,1572
Marcus Jordan,45.0,3.3,Germany,Krempe,1580
Peter Apian,7.0,2,Germany,Landshut,1521 or 22
Peter Apian,7.0,A,Germany,Landshut,1521 or 22
Peter Apian,7.0,C,Germany,Landshut,1523
Johannes A ventinus,9.0,1.1,Germany,Landshut,1523
Johannes A ventinus,9.0,C,Germany,Landshut,1523
Peter Apian,7.0,4,Germany,Landshut,1524
Peter Apian,7.0,5,Germany,Landshut,1524
Peter Apian,7.0,D,Germany,Landshut,1524
Peter Apian,7.0,E,Germany,Landshut,1524
Johannes A ventinus,9.0,5,Germany,Landshut,1535
Caspar Brusch,16.0,D,Germany,Leipzig,1542
Gemma Frisius,29.0,E,Germany,Leipzig,1558
Gemma Frisius,29.0,E,Germany,Leipzig,1559
Gemma Frisius,29.0,E,Germany,Leipzig,1562
Gemma Frisius,29.0,E,Germany,Leipzig,1565
Gemma Frisius,29.0,E,Germany,Leipzig,1568
Johann Criginger,22.0,1.3,Germany,Leipzig,са. 1569
Gemma Frisius,29.0,E,Germany,Leipzig,1572
Gemma Frisius,29.0,E,Germany,Leipzig,1575
Gemma Frisius,29.0,E,Germany,Leipzig,1580
Gemma Frisius,29.0,E,Germany,Leipzig,1584
Gemma Frisius,29.0,E,Germany,Leipzig,1588
Gemma Frisius,29.0,E,Germany,Leipzig,1591
Gemma Frisius,29.0,E,Germany,Leipzig,1592
Gemma Frisius,29.0,E,Germany,Leipzig,1595
Marcus Jordan,45.0,6.2,Germany,Leipzig,1597
Gemma Frisius,29.0,E,Germany,Leipzig,1607
Martin Helwig,38.0,1.17,Germany,Leipzig,1625
Martin Helwig,38.0,1.1,Germany,Liegnitz,1605
Sebastian Rotenhan · 453,64.0,B,Germany,Mainz,1521
Peter Apian,7.0,K,Germany,Marburg,1543
Philipp Apian,8.0,2.6a,Germany,Munich,1579
Philipp Apian,8.0,2.6b,Germany,Munich,1579
Philipp Apian,8.0,2.2,Germany,Munich,1618-19
Philipp Apian,8.0,2.3a,Germany,Munich,1651
Philipp Apian,8.0,2.3b,Germany,Munich,1651
Philipp Apian,8.0,2.4,Germany,Munich,1802?
Godfried Mascop · 367,54.0,1,Germany,Münster,1568
Nicolaus Cusanus,23.0,1.4,Germany,Nuremberg,1493
Lorenz Fries,28.0,A,Germany,Nuremberg,1513
Johannes A ventinus,9.0,В,Germany,Nuremberg,1522
Christoph Zell,83.0,А,Germany,Nuremberg,1529
Christoph Zell,83.0,B,Germany,Nuremberg,1530
Peter Apian,7.0,5,Germany,Nuremberg,1533
Christoph Zell,83.0,CC.1,Germany,Nuremberg,1533
Christoph Zell,83.0,1,Germany,Nuremberg,1533
Peter Apian,7.0,U,Germany,Nuremberg,1534
Peter Apian,7.0,V,Germany,Nuremberg,1535
Heinrich Zell,84.0,1.1,Germany,Nuremberg,1535
Christoph Zell,83.0,D,Germany,Nuremberg,1538
Erhart Reich,63.0,1,Germany,Nuremberg,1540
Erhart Reich,63.0,1,Germany,Nuremberg,1540
Peter Apian,7.0,U,Germany,Nuremberg,1541
Johannes A ventinus,9.0,H.1,Germany,Nuremberg,1541
Caspar Brusch,16.0,C,Germany,Nuremberg,1542
Heinrich Zell,84.0,2.1,Germany,Nuremberg,1542
Augustin Hirschvogel,40.0,B,Germany,Nuremberg,1543
Augustin Hirschvogel,40.0,A,Germany,Nuremberg,1543
Sebastian Cabot,17.0,6.1,Germany,Nuremberg,1544
Caspar Brusch,16.0,F,Germany,Nuremberg,1549
Matthias Zündt,88.0,A,Germany,Nuremberg,1551
Augustin Hirschvogel,40.0,9.1,Germany,Nuremberg,1565
Matthias Zündt,88.0,1,Germany,Nuremberg,1565
Matthias Zündt,88.0,2,Germany,Nuremberg,1566
Matthias Zündt,88.0,3,Germany,Nuremberg,1566
Matthias Zündt,88.0,4,Germany,Nuremberg,1566
Matthias Zündt,88.0,5,Germany,Nuremberg,1567
Matthias Zündt,88.0,6,Germany,Nuremberg,1567
Matthias Zündt,88.0,7,Germany,Nuremberg,1567
Matthias Zündt,88.0,В,Germany,Nuremberg,1567
Matthias Zündt,88.0,8,Germany,Nuremberg,1568
Matthias Zündt,88.0,9,Germany,Nuremberg,1568
Matthias Zündt,88.0,10,Germany,Nuremberg,1568
Matthias Zündt,88.0,11,Germany,Nuremberg,1570
Matthias Zündt,88.0,12,Germany,Nuremberg,1570
Sebastian Rotenhan · 453,64.0,1.4,Germany,Nuremberg,1571
Matthias Zündt,88.0,13,Germany,Nuremberg,1571
Giovanni Domenico Zorzi,87.0,12.2,Germany,Nuremberg,1678
Caspar Brusch,16.0,G.3,Germany,Nuremberg,1683
Caspar Vopel,79.0,8.11,Germany,Nuremberg,1685
Caspar Vopel,79.0,8.11,Germany,Nuremberg,1688
Caspar Vopel,79.0,8.12,Germany,Nuremberg,Ca. 1700
Sebastian Munster,58.0,45,Germany,Oppenheim,1525
Sebastian Munster,58.0,B.1,Germany,Oppenheim,1528
Sebastian Munster,58.0,46,Germany,Oppenheim,1528
Peter Apian,7.0,B,Germany,Regensburg,1522
Peter Apian,7.0,3,Germany,Regensburg,1522
Johannes A ventinus,9.0,E,Germany,Regensburg,1532
Johannes A ventinus,9.0,G,Germany,Regensburg,1532
Caspar Brusch,16.0,L,Germany,Regensburg,1554
Tilemann Stella,72.0,A,Germany,Rostock,1546
Tilemann Stella,72.0,2,Germany,Rostock,1552
Tilemann Stella,72.0,4,Germany,Rostock,1555
Caspar Brusch,16.0,M,Germany,Rothenburg ob der Tauber,1560?
Philipp Apian,8.0,E,Germany,Tubingen,1586
Philipp Apian,8.0,F,Germany,Tubingen,1588
Nicolaus Germanus,32.0,M.1,Germany,Ulm,1482
Nicolaus Germanus,32.0,M.2,Germany,Ulm,1486
Caspar Brusch,16.0,A,Germany,Ulm,1538
Sebastian Rotenhan · 453,64.0,1.5,Germany,Ulm,1576
Johannes Mellinger,55.0,1,Germany,Weimar,1568
Gemma Frisius,29.0,E,Germany,Wittenberg,1542
Gemma Frisius,29.0,E,Germany,Wittenberg,1544
Gemma Frisius,29.0,Е,Germany,Wittenberg,1548
Gemma Frisius,29.0,E,Germany,Wittenberg,1550
Marcus Jordan,45.0,1,Germany,Wittenberg,1550
Gemma Frisius,29.0,E,Germany,Wittenberg,1551
Tilemann Stella,72.0,1,Germany,Wittenberg,1552
Gemma Frisius,29.0,E,Germany,Wittenberg,1553
Gemma Frisius,29.0,E,Germany,Wittenberg,1555
Gemma Frisius,29.0,E,Germany,Wittenberg,1556
Tilemann Stella,72.0,5,Germany,Wittenberg,1557
Gemma Frisius,29.0,E,Germany,Wittenberg,1558
Tilemann Stella,72.0,6,Germany,Wittenberg,1560
Tilemann Stella,72.0,B,Germany,Wittenberg,1560
Gemma Frisius,29.0,E,Germany,Wittenberg,1561
Gemma Frisius,29.0,E,Germany,Wittenberg,1563
