mapmaker_name,mapmaker_id,map_or_book_id,country,city,date,earliest_date_estimate,latest_date_estimate,Map or Book,Original Edition
André Thevet,77,11,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,12,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,13,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,14,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,15,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,16,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,17,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,18,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,19,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,20,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,21,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,22,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,23,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,24,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,25,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,26,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,27,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,28,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,29,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,30,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,31,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,32,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,33,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,34,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,35,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,36,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,37,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,38,France,Paris,1575,1575.0,1575.0,Map,Yes
André Thevet,77,39,France,Paris,1575,1575.0,1575.0,Map,Yes
Johannes Honter,41,3.3:1578,France,Paris,1576,1576.0,1576.0,Map,No
Gemma Frisius,29,5,France,Paris,1576,1576.0,1576.0,Map,Yes
Jean Jolivet,44,5.6,France,Paris,1576,1576.0,1576.0,Map,No
Pirro Ligorio,51,11.2,France,Paris,1576,1576.0,1576.0,Map,No
André Thevet,77,40,France,Paris,1576,1576.0,1576.0,Map,Yes
André Thevet,77,33,France,Paris,1581,1581.0,1581.0,Map,Yes
Nicolas de Nicolay · 435,59,18,France,Paris,1583,1583.0,1583.0,Map,Yes
Nicolas de Nicolay · 435,59,1584,France,Paris,1583,1583.0,1583.0,Map,Yes
André Thevet,77,0,France,Paris,1583,1583.0,1583.0,Map,Yes
Gemma Frisius,29,E,France,Paris,1585,1585.0,1585.0,Book,Yes
André Thevet,77,46,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,52,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,54,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,62,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,77,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,80,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,85,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,87,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,95,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,102,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,103,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,106,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,113,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,120,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,123,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,128,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,129,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,130,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,131,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,132,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,133,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,135,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,136,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,138,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,139,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,140,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,142,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,143,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,148,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,152,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,154,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,156,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,158,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,159,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,160,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,163,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,164,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,169,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,175,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,176,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,177,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,181,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,182,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,185,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,186,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,190,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,197,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,201,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,202,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,208,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,209,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,210,France,Paris,1586,1586.0,1586.0,Map,Yes
André Thevet,77,212,France,Paris,1586,1586.0,1586.0,Map,Yes
Nicolas de Nicolay · 435,59,B.1,France,Rouen,1573,1573.0,1573.0,Book,No
Nicolas de Nicolay · 435,59,4.3,France,Rouen,1573,1573.0,1573.0,Map,No
Nicolas de Nicolay · 435,59,B,France,Rouen,1577,1577.0,1577.0,Book,Yes
Nicolas de Nicolay · 435,59,B,France,Rouen,1602,1602.0,1602.0,Book,Yes
Nicolas de Nicolay · 435,59,B,France,Rouen,1607,1607.0,1607.0,Book,Yes
Nicolas de Nicolay · 435,59,B,France,Rouen,1628,1628.0,1628.0,Book,Yes
Martin Waldseemüller,80,1,France,St. Die,1507,1507.0,1507.0,Map,Yes
Martin Waldseemüller,80,2,France,St. Die,1507,1507.0,1507.0,Map,Yes
Martin Waldseemüller,80,A,France,St. Die,1507,1507.0,1507.0,Book,Yes
Martin Waldseemüller,80,8:1509,France,Strasbourg,1508,1508.0,1508.0,Map,Yes
Martin Waldseemüller,80,3,France,Strasbourg,1508,1508.0,1508.0,Map,Yes
Martin Waldseemüller,80,4,France,Strasbourg,1511,1511.0,1511.0,Map,Yes
Nicolaus Cusanus,23,1.6,France,Strasbourg,1513,1513.0,1513.0,Map,No
Martin Waldseemüller,80,E,France,Strasbourg,1513,1513.0,1513.0,Book,Yes
Martin Waldseemüller,80,5,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,6,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,7,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,8,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,9,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,10,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,11,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,12,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,13,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,14,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,15,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,16,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,17,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,18,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,19,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,20,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,21,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,22,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,23,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,24,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,25,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,26,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,27,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,28,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,29,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,30,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,31,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,32,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,33,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,34,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,35,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,36,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,37,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,38,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,39,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,40,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,41,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,42,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,43,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,44,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,45,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,46,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,47,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,48,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,49,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,50,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,51,France,Strasbourg,1513,1513.0,1513.0,Map,Yes
Martin Waldseemüller,80,52,France,Strasbourg,1516,1516.0,1516.0,Map,Yes
Lorenz Fries,28,C,France,Strasbourg,1518,1518.0,1518.0,Book,Yes
Lorenz Fries,28,D,France,Strasbourg,1519,1519.0,1519.0,Book,Yes
Lorenz Fries,28,E,France,Strasbourg,1519,1519.0,1519.0,Book,Yes
Lorenz Fries,28,F,France,Strasbourg,1520,1520.0,1520.0,Book,Yes
Martin Waldseemüller,80,4.1,France,Strasbourg,1520,1520.0,1520.0,Map,No
Lorenz Fries,28,G,France,Strasbourg,1522,1522.0,1522.0,Book,Yes
Lorenz Fries,28,11,France,Strasbourg,1522,1522.0,1522.0,Map,Yes
Lorenz Fries,28,H.1,France,Strasbourg,1522,1522.0,1522.0,Book,No
Martin Waldseemüller,80,54,France,Strasbourg,1522,1522.0,1522.0,Map,Yes
,728,J.1,France,Strasbourg,1525,1525.0,1525.0,Book,No
Lorenz Fries,28,K,France,Strasbourg,1525,1525.0,1525.0,Book,Yes
Lorenz Fries,28,L,France,Strasbourg,1523 or 24,1523.0,1524.0,Book,Yes
Lorenz Fries,28,54,France,Strasbourg,1525,1525.0,1525.0,Map,Yes
Lorenz Fries,28,56,France,Strasbourg,1525,1525.0,1525.0,Map,Yes
Lorenz Fries,28,57,France,Strasbourg,1525,1525.0,1525.0,Map,Yes
Lorenz Fries,28,B.1,France,Strasbourg,1525,1525.0,1525.0,Book,No
Lorenz Fries,28,G.1,France,Strasbourg,1525,1525.0,1525.0,Book,No
Lorenz Fries,28,N,France,Strasbourg,1525,1525.0,1525.0,Book,Yes
Lorenz Fries,28,54.1,France,Strasbourg,1527,1527.0,1527.0,Map,No
Lorenz Fries,28,N.1,France,Strasbourg,1527,1527.0,1527.0,Book,No
Martin Waldseemüller,80,4.2,France,Strasbourg,1527,1527.0,1527.0,Map,No
Martin Waldseemüller,80,D.2,France,Strasbourg,1527,1527.0,1527.0,Book,No
Lorenz Fries,28,0,France,Strasbourg,1529,1529.0,1529.0,Map,Yes
Lorenz Fries,28,54.2,France,Strasbourg,1530,1530.0,1530.0,Map,No
Lorenz Fries,28,N.2,France,Strasbourg,1530,1530.0,1530.0,Book,No
Lorenz Fries,28,N.3,France,Strasbourg,1530,1530.0,1530.0,Book,No
Lorenz Fries,28,P,France,Strasbourg,1530,1530.0,1530.0,Book,Yes
Lorenz Fries,28,54.3,France,Strasbourg,1531,1531.0,1531.0,Map,No
Jacob Ziegler,86,E,France,Strasbourg,1532,1532.0,1532.0,Book,Yes
Jacob Ziegler,86,11,France,Strasbourg,1532,1532.0,1532.0,Map,Yes
Jacob Ziegler,86,12,France,Strasbourg,1532,1532.0,1532.0,Map,Yes
Jacob Ziegler,86,13,France,Strasbourg,1532,1532.0,1532.0,Map,Yes
Jacob Ziegler,86,14,France,Strasbourg,1532,1532.0,1532.0,Map,Yes
Jacob Ziegler,86,15,France,Strasbourg,1532,1532.0,1532.0,Map,Yes
Jacob Ziegler,86,16,France,Strasbourg,1532,1532.0,1532.0,Map,Yes
Jacob Ziegler,86,17,France,Strasbourg,1532,1532.0,1532.0,Map,Yes
Jacob Ziegler,86,18,France,Strasbourg,1532,1532.0,1532.0,Map,Yes
Jacob Ziegler,86,E.1,France,Strasbourg,1536,1536.0,1536.0,Book,No
Jacob Ziegler,86,11,France,Strasbourg,1536,1536.0,1536.0,Map,Yes
Jacob Ziegler,86,12,France,Strasbourg,1536,1536.0,1536.0,Map,Yes
Jacob Ziegler,86,13,France,Strasbourg,1536,1536.0,1536.0,Map,Yes
Jacob Ziegler,86,14,France,Strasbourg,1536,1536.0,1536.0,Map,Yes
Jacob Ziegler,86,15,France,Strasbourg,1536,1536.0,1536.0,Map,Yes
Jacob Ziegler,86,16,France,Strasbourg,1536,1536.0,1536.0,Map,Yes
Jacob Ziegler,86,17,France,Strasbourg,1536,1536.0,1536.0,Map,Yes
Jacob Ziegler,86,18,France,Strasbourg,1536,1536.0,1536.0,Map,Yes
Wolfgang Wissenburg,82,1,France,Strasbourg,1537,1537.0,1537.0,Map,Yes
Johann Cuspinianus,24,E,France,Strasbourg,1540,1540.0,1540.0,Book,Yes
Johann Cuspinianus,24,F,France,Strasbourg,1541,1541.0,1541.0,Book,Yes
Wolfgang Wissenburg,82,B.2,France,Strasbourg,1542,1542.0,1542.0,Book,No
Wolfgang Wissenburg,82,1.1,France,Strasbourg,1542,1542.0,1542.0,Map,No
,-27,X,France,Strasbourg,1544,1544.0,1544.0,Book,Yes
Heinrich Zell,84,5,France,Strasbourg,1549 or 50,1549.0,1550.0,Map,Yes
Johann Sambucus,65,A,France,Strasbourg,1552,1552.0,1552.0,Book,Yes
Heinrich Zell,84,6,France,Strasbourg,1553,1553.0,1553.0,Map,Yes
Heinrich Zell,84,5.5,France,Strasbourg,1556,1556.0,1556.0,Map,No
Gemma Frisius,29,E,France,Strasbourg,1559,1559.0,1559.0,Book,Yes
Heinrich Zell,84,5.6,France,Strasbourg,1560,1560.0,1560.0,Map,No
Martin Helwig,38,1.14,France,Strasbourg,1587,1587.0,1587.0,Map,No
Wolfgang Lazius,49,27.1,France,Strasbourg,1620,1620.0,1620.0,Map,No
Caspar Vopel,79,8.8,France,Strasbourg,1621,1621.0,1621.0,Map,No
Caspar Vopel,79,8.10,France,Strasbourg,1630,1630.0,1630.0,Map,No
,0,1.6,France,Strasbourg,1630,1630.0,1630.0,Map,No
Jean Chaumeau,19,1.4,France,Tours,1594,1594.0,1594.0,Map,No
Nicolas de Nicolay · 435,59,5.3,France,Tours,1594,1594.0,1594.0,Map,No
Jean Surhon,74,2.2,France,Tours,1594,1594.0,1594.0,Map,No
Jean Surhon,74,3.176,France,Tours,1594,1594.0,1594.0,Map,No
Gabriel Symeoni,76,1.4,France,Tours,1619,1619.0,1619.0,Map,No
Johannes A ventinus,9,A,Germany,Augsburg,1518,1518.0,1518.0,Book,Yes
Sebastian Rotenhan · 453,64,C,Germany,Augsburg,1521?,1516.0,1526.0,Book,Yes
Liévin Algoet,3,A,Germany,Augsburg,1530,1530.0,1530.0,Book,Yes
Caspar Brusch,16,E,Germany,Augsburg,1547,1547.0,1547.0,Book,Yes
Caspar Vopel,79,8.9,Germany,Augsburg,1621,1621.0,1621.0,Map,No
Philipp Apian,8,2.7a,Germany,Augsburg,1684,1684.0,1684.0,Map,No
Philipp Apian,8,2.7b,Germany,Augsburg,1684,1684.0,1684.0,Map,No
Godfried Mascop · 367,54,1.4,Germany,Augsburg,1776,1776.0,1776.0,Map,No
Godfried Mascop · 367,54,1.4,Germany,Augsburg,1784,1784.0,1784.0,Map,No
Philipp Apian,8,2.5,Germany,Augsburg,1866,1866.0,1866.0,Map,No
Philipp Apian,8,2.13,Germany,Berlin,1766,1766.0,1766.0,Map,No
Johannes Mellinger,55,A,Germany,Celle,1583,1583.0,1583.0,Book,Yes
Johannes Mellinger,55,7,Germany,Celle,1593,1593.0,1593.0,Map,Yes
Caspar Vopel,79,1.1,Germany,Cologne,1536,1536.0,1536.0,Map,No
Caspar Vopel,79,4,Germany,Cologne,1540s?,1535.0,1555.0,Map,Yes
Peter Apian,7,K,Germany,Cologne,1544,1544.0,1544.0,Book,Yes
Caspar Vopel,79,5,Germany,Cologne,1545,1545.0,1545.0,Map,Yes
Caspar Vopel,79,A,Germany,Cologne,1549,1549.0,1549.0,Book,Yes
Caspar Vopel,79,5.1,Germany,Cologne,1549,1549.0,1549.0,Map,No
Jacob Ziegler,86,D,Germany,Cologne,1550,1550.0,1550.0,Book,Yes
Caspar Vopel,79,8,Germany,Cologne,1555,1555.0,1555.0,Map,Yes
Caspar Vopel,79,9,Germany,Cologne,1555,1555.0,1555.0,Map,Yes
Caspar Vopel,79,8.1,Germany,Cologne,1558,1558.0,1558.0,Map,No
Caspar Vopel,79,8.2,Germany,Cologne,1560,1560.0,1560.0,Map,No
Gemma Frisius,29,Е,Germany,Cologne,1564,1564.0,1564.0,Book,Yes
Gerard Mercator,56,С,Germany,Cologne,1569,1569.0,1569.0,Book,Yes
Tilemann Stella,72,7.1,Germany,Cologne,1570,1570.0,1570.0,Map,No
Gemma Frisius,29,E,Germany,Cologne,1571,1571.0,1571.0,Book,Yes
Cornelis Anthoniszoon,6,11.5,Germany,Cologne,1572,1572.0,1572.0,Map,No
Humphrey Lhuyd,50,E.1,Germany,Cologne,1572,1572.0,1572.0,Book,No
Pirro Ligorio,51,1.3,Germany,Cologne,1572,1572.0,1572.0,Map,No
Johannes Mellinger,55,3.1,Germany,Cologne,1572,1572.0,1572.0,Map,No
Marcus Secsnagel,68,2.1,Germany,Cologne,1572,1572.0,1572.0,Map,No
Giovanni Domenico Zorzi,87,13.1,Germany,Cologne,1572,1572.0,1572.0,Map,No
Matthias Zündt,88,6.1,Germany,Cologne,1572,1572.0,1572.0,Map,No
Gemma Frisius,29,7.1,Germany,Cologne,1573?,1568.0,1578.0,Map,No
Peter Apian,7,E,Germany,Cologne,1574,1574.0,1574.0,Book,Yes
Gemma Frisius,29,A,Germany,Cologne,1574,1574.0,1574.0,Book,Yes
Peter Laicksteen,47,2.1,Germany,Cologne,1574,1574.0,1574.0,Map,No
Peter Laicksteen,47,3.1,Germany,Cologne,1574,1574.0,1574.0,Map,No
Christian Sgrooten,70,11.1,Germany,Cologne,1574,1574.0,1574.0,Map,No
Christian Sgrooten,70,12.1,Germany,Cologne,1574,1574.0,1574.0,Map,No
Matthias Zündt,88,10.1,Germany,Cologne,1575,1575.0,1575.0,Map,No
Gemma Frisius,29,E,Germany,Cologne,1576,1576.0,1576.0,Book,Yes
Gemma Frisius,29,B,Germany,Cologne,1578,1578.0,1578.0,Book,Yes
Gerard Mercator,56,39,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,40,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,41,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,42,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,43,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,44,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,45,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,46,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,47,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,48,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,49,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,50,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,51,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,52,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,53,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,54,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,55,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,56,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,57,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,58,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,59,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,60,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,61,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,62,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,63,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,64,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,65,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,66,Germany,Cologne,1578,1578.0,1578.0,Map,Yes
Gerard Mercator,56,E,Germany,Cologne,1578,1578.0,1578.0,Book,Yes
Gerard Mercator,56,E.1,Germany,Cologne,1584,1584.0,1584.0,Book,No
Marcus Jordan,45,5,Germany,Cologne,1585,1585.0,1585.0,Map,Yes
Pirro Ligorio,51,11.3,Germany,Cologne,1585,1585.0,1585.0,Map,No
Johann Putsch,61,1.3,Germany,Cologne,1587,1587.0,1587.0,Map,No
Wacław Grodecki,35,1.5,Germany,Cologne,1589,1589.0,1589.0,Map,No
Christian Sgrooten,70,8.3,Germany,Cologne,ca. 1590,1585.0,1595.0,Map,No
Gemma Frisius,29,E,Germany,Cologne,1592,1592.0,1592.0,Book,Yes
Philipp Apian,8,2.11,Germany,Cologne,1594,1594.0,1594.0,Map,No
Peter Böckel,11,1.3,Germany,Cologne,1594,1594.0,1594.0,Map,No
Jacob van Deventer,25,4.12,Germany,Cologne,1594,1594.0,1594.0,Map,No
Giacomo Gastaldi,30,88.5,Germany,Cologne,1594,1594.0,1594.0,Map,No
Wacław Grodecki,35,1.6,Germany,Cologne,1594,1594.0,1594.0,Map,No
Martin Helwig,38,1.15,Germany,Cologne,1594,1594.0,1594.0,Map,No
Gerard Mercator,56,6.15,Germany,Cologne,1594,1594.0,1594.0,Map,No
Gerard Mercator,56,17.3,Germany,Cologne,1594,1594.0,1594.0,Map,No
Sebastian Rotenhan · 453,64,1.9,Germany,Cologne,1594,1594.0,1594.0,Map,No
Johann Sambucus,65,3.2,Germany,Cologne,1594,1594.0,1594.0,Map,No
Bartholomaeus Scultetus,66,1.8,Germany,Cologne,1594,1594.0,1594.0,Map,No
Fernando Alvares Seco,67,1.4,Germany,Cologne,1594,1594.0,1594.0,Map,No
Marcus Secsnagel,68,1.4,Germany,Cologne,1594,1594.0,1594.0,Map,No
Christian Sgrooten,70,7.3,Germany,Cologne,1594,1594.0,1594.0,Map,No
Christian Sgrooten,70,18.1,Germany,Cologne,1594,1594.0,1594.0,Map,No
Aegidius Tschudi · 547 25,78,1.14,Germany,Cologne,1594,1594.0,1594.0,Map,No
Heinrich Zell,84,2.7,Germany,Cologne,1594,1594.0,1594.0,Map,No
Johann Sambucus,65,1.2,Germany,Cologne,1595,1595.0,1595.0,Map,No
Tilemann Stella,72,6.1,Germany,Cologne,1595,1595.0,1595.0,Map,No
Agostino Giustiniani,34,1.4,Germany,Cologne,1596,1596.0,1596.0,Map,No
Gerard Mercator,56,17.4,Germany,Cologne,1596,1596.0,1596.0,Map,No
Caspar Vopel,79,8.6,Germany,Cologne,1596,1596.0,1596.0,Map,No
Johannes Mellinger,55,5,Germany,Cologne,1598,1598.0,1598.0,Map,Yes
Johannes Mellinger,55,6,Germany,Cologne,1598,1598.0,1598.0,Map,Yes
Giacomo Gastaldi,30,88.5,Germany,Cologne,1600,1600.0,1600.0,Map,No
Agostino Giustiniani,34,1.4,Germany,Cologne,1600,1600.0,1600.0,Map,No
Wacław Grodecki,35,1.6,Germany,Cologne,1600,1600.0,1600.0,Map,No
Martin Helwig,38,1.15,Germany,Cologne,1600,1600.0,1600.0,Map,No
Gerard Mercator,56,6.15,Germany,Cologne,1600,1600.0,1600.0,Map,No
Gerard Mercator,56,17.3,Germany,Cologne,1600,1600.0,1600.0,Map,No
Nicolò Zeno,85,1.7,Germany,Cologne,1600,1600.0,1600.0,Map,No
Caspar Vopel,79,8.7,Germany,Cologne,1604,1604.0,1604.0,Map,No
Giacomo Gastaldi,30,88.5,Germany,Cologne,1608,1608.0,1608.0,Map,No
Agostino Giustiniani,34,1.4,Germany,Cologne,1608,1608.0,1608.0,Map,No
Wacław Grodecki,35,1.6,Germany,Cologne,1608,1608.0,1608.0,Map,No
