mapmaker_id,first_ed_map,country,city,date
6,5,Netherlands,Amsterdam,1542
6,11,Netherlands,Amsterdam,1544
6,16,Netherlands,Amsterdam,after 1553
41,1,Poland,Kraków,1530
41,2,Poland,Kraków,1530
38,1,Poland,Wrocław,1561
38,2,Poland,Wrocław,1561
38,12,Poland,Wrocław,1627
41,5,Romania,Braşov,1542
41,6,Romania,Braşov,1542
41,7,Romania,Braşov,1542
41,8,Romania,Braşov,1542
41,9,Romania,Braşov,1542
41,10,Romania,Braşov,1542
41,11,Romania,Braşov,1542
41,12,Romania,Braşov,1542
41,13,Romania,Braşov,1542
41,14,Romania,Braşov,1542
41,15,Romania,Braşov,1542
41,16,Romania,Braşov,1542
41,17,Romania,Braşov,1542
41,18,Romania,Braşov,1542
41,19,Romania,Braşov,1542
41,20,Romania,Braşov,1542
41,4,Switzerland,Basel,1532
58,47,Switzerland,Basel,1532
58,50,Switzerland,Basel,1537
58,52,Switzerland,Basel,1538
58,53,Switzerland,Basel,1538
58,54,Switzerland,Basel,1538
58,55,Switzerland,Basel,1538
58,56,Switzerland,Basel,1538
58,57,Switzerland,Basel,1538
58,58,Switzerland,Basel,1538
58,59,Switzerland,Basel,1538
58,60,Switzerland,Basel,1538
58,61,Switzerland,Basel,1538
58,62,Switzerland,Basel,1538
58,63,Switzerland,Basel,1538
58,64,Switzerland,Basel,1538
58,65,Switzerland,Basel,1538
58,66,Switzerland,Basel,1538
58,67,Switzerland,Basel,1538
58,68,Switzerland,Basel,1538
58,69,Switzerland,Basel,1538
58,70,Switzerland,Basel,1538
58,71,Switzerland,Basel,1538
58,72,Switzerland,Basel,1538
41,3,Switzerland,Basel,1541
58,121,Switzerland,Basel,1544
58,122,Switzerland,Basel,1544
58,123,Switzerland,Basel,1544
58,124,Switzerland,Basel,1544
58,125,Switzerland,Basel,1544
58,126,Switzerland,Basel,1544
58,127,Switzerland,Basel,1544
58,128,Switzerland,Basel,1544
58,129,Switzerland,Basel,1544
58,130,Switzerland,Basel,1545
58,131,Switzerland,Basel,1545
58,132,Switzerland,Basel,1545
58,133,Switzerland,Basel,1545
58,134,Switzerland,Basel,1545
58,132,Switzerland,Basel,1545
58,133,Switzerland,Basel,1545
41,8,Switzerland,Basel,1546
49,6,Switzerland,Basel,1548
16,2,Switzerland,Basel,1550
49,8,Switzerland,Basel,1556
29,8,Switzerland,Basel,1583
73,1,Switzerland,Zurich,1538
41,12,Switzerland,Zurich,1546
41,0,Switzerland,Zurich,1548
73,12,Switzerland,Zurich,1554
73,1,Switzerland,Zurich,1556
41,2,Switzerland,Zurich,1558
41,12,Switzerland,Zurich,1562
41,0,Switzerland,Zurich,1564
41,0,Switzerland,Zurich,1565
41,8,Switzerland,Zurich,1570
41,0,Switzerland,Zurich,1570
41,0,Switzerland,Zurich,1573
41,12,Switzerland,Zurich,1578
41,0,Switzerland,Zurich,1581
41,8,Switzerland,Zurich,1590
41,12,Switzerland,Zurich,1597
21,23,Yugoslavia,Izola,1524-26
21,24,Yugoslavia,Izola,1524-26
21,25,Yugoslavia,Izola,1524-26
21,26,Yugoslavia,Izola,1524-26
21,27,Yugoslavia,Izola,1524-26
21,28,Yugoslavia,Izola,1524-26
21,29,Yugoslavia,Izola,1524-26
21,30,Yugoslavia,Izola,1524-26
21,31,Yugoslavia,Izola,1524-26
21,32,Yugoslavia,Izola,1524-26
21,33,Yugoslavia,Izola,1524-26
21,34,Yugoslavia,Izola,1524-26
21,35,Yugoslavia,Izola,1524-26
21,36,Yugoslavia,Izola,1524-26
21,37,Yugoslavia,Izola,1524-26
